image_id,edit_id,seed,family,outlier_type,reason,changed_pixel_ratio,mask_area_ratio,visible_change_ratio,connected_components,largest_component_ratio_lower_bound,image_level_changed_pixel_ratio,image_level_largest_component_ratio
338,seed42_edit00,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.009365234375,0.0092333984375,0.6226539348040829,33,0.00027979995265151514,0.04685546875,0.02945068359375
339,seed42_edit02,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.072275390625,0.071630859375,0.7790138863075167,33,0.002170632102272727,0.30178466796875,0.21884765625
343,seed42_edit00,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0685302734375,0.06792724609375,0.6827059920498602,42,0.0016173153831845239,0.09712646484375,0.085341796875
346,seed42_edit01,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0099169921875,0.00953857421875,0.666268758526603,34,0.0002805463005514706,0.167529296875,0.1656982421875
355,seed42_edit00,42,C_elongated_ribbon,WEAK_CHANGE_CANDIDATE,changed_pixel_ratio_at_or_below_weak_threshold,0.0004931640625,0.0004931640625,0.27977839335180055,24,2.0548502604166667e-05,0.00444091796875,0.003193359375
355,seed42_edit00,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0004931640625,0.0004931640625,0.27977839335180055,24,2.0548502604166667e-05,0.00444091796875,0.003193359375
360,seed42_edit01,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.01073486328125,0.01057861328125,0.6514809803037137,28,0.00037780761718749997,0.051865234375,0.0377294921875
366,seed42_edit01,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.03013671875,0.03010009765625,0.4120930543485527,430,7.000022710755815e-05,0.10401611328125,0.09795166015625
368,seed42_edit01,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.04608642578125,0.0452197265625,0.7705941088367448,26,0.0017392202524038462,0.1396484375,0.0859619140625
369,seed42_edit01,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.052666015625,0.05228515625,0.6204838476024916,156,0.0003351612580128205,0.09328125,0.06100830078125
378,seed42_edit02,42,D_irregular_boundary,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0458837890625,0.0452734375,0.6896500427684183,21,0.002155877976190476,0.24740966796875,0.244033203125
38,seed42_edit01,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.0094775390625,0.0094384765625,0.5169140259392967,74,0.00012754698057432432,0.11145751953125,0.09780517578125
391,seed42_edit00,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.00681640625,0.00666748046875,0.6058118899733806,33,0.00020204486268939393,0.01296630859375,0.0087353515625
395,seed42_edit00,42,C_elongated_ribbon,NOISE_PATTERN_CANDIDATE,fragmented_refined_mask,0.00189697265625,0.00189453125,0.3965252938170669,44,4.305752840909091e-05,0.00922607421875,0.00341064453125
