seed,image_stem,changed_pixel_count,changed_pixel_ratio,connected_components,largest_component_area,largest_component_ratio
0,345,44342,0.1082568359375,284,42604,0.104013671875
0,346,3730,0.0091064453125,254,3109,0.00759033203125
0,347,42532,0.103837890625,446,41539,0.10141357421875
0,348,39350,0.0960693359375,477,24777,0.06049072265625
0,349,18265,0.04459228515625,205,16689,0.04074462890625
0,352,10604,0.025888671875,133,9253,0.02259033203125
0,354,53464,0.13052734375,376,43484,0.106162109375
0,355,10718,0.0261669921875,183,9171,0.02239013671875
0,356,3618,0.0088330078125,85,2223,0.00542724609375
0,358,1409,0.00343994140625,193,894,0.0021826171875
0,359,78724,0.192197265625,392,71574,0.1747412109375
0,360,696,0.00169921875,76,557,0.00135986328125
0,362,38853,0.09485595703125,432,32204,0.078623046875
0,363,72429,0.17682861328125,736,69966,0.1708154296875
0,365,1454,0.0035498046875,142,620,0.001513671875
0,366,71996,0.175771484375,693,69255,0.16907958984375
0,367,30727,0.07501708984375,263,26562,0.0648486328125
0,368,3230,0.0078857421875,221,2455,0.00599365234375
0,369,47335,0.11556396484375,410,44817,0.10941650390625
0,37,6932,0.016923828125,184,5436,0.013271484375
0,374,6803,0.01660888671875,287,2528,0.006171875
0,376,1253,0.00305908203125,84,1107,0.00270263671875
0,377,5702,0.0139208984375,120,4078,0.0099560546875
0,378,40712,0.09939453125,654,19631,0.04792724609375
0,379,19427,0.04742919921875,554,15580,0.038037109375
0,38,69346,0.1693017578125,183,68934,0.1682958984375
0,382,5104,0.0124609375,104,3131,0.00764404296875
0,384,64097,0.15648681640625,202,63702,0.1555224609375
0,385,1034,0.0025244140625,78,862,0.0021044921875
0,386,970,0.0023681640625,50,887,0.00216552734375
0,387,15112,0.03689453125,243,14570,0.0355712890625
0,388,53397,0.13036376953125,197,52957,0.12928955078125
0,389,1601,0.00390869140625,87,912,0.0022265625
0,391,2416,0.0058984375,345,926,0.0022607421875
0,393,28342,0.0691943359375,700,24820,0.060595703125
0,394,37561,0.09170166015625,191,35847,0.08751708984375
0,395,1846,0.0045068359375,162,1414,0.0034521484375
0,396,7289,0.01779541015625,119,6100,0.014892578125
0,397,30775,0.07513427734375,275,25789,0.06296142578125
0,398,4862,0.0118701171875,171,3513,0.00857666015625
0,399,8035,0.01961669921875,154,6746,0.0164697265625
0,401,2305,0.00562744140625,154,1342,0.0032763671875
0,402,33240,0.08115234375,264,31412,0.076689453125
0,404,1629,0.00397705078125,110,1379,0.00336669921875
0,405,2777,0.00677978515625,87,1526,0.0037255859375
0,407,724,0.001767578125,61,603,0.00147216796875
0,410,2475,0.00604248046875,129,1424,0.0034765625
0,412,44184,0.10787109375,612,27267,0.06656982421875
0,413,35240,0.08603515625,244,33305,0.08131103515625
0,415,4999,0.01220458984375,122,4702,0.0114794921875
0,417,50494,0.1232763671875,231,49923,0.12188232421875
0,418,9956,0.024306640625,104,9625,0.02349853515625
0,419,7191,0.01755615234375,93,7008,0.017109375
0,420,2577,0.00629150390625,78,1395,0.00340576171875
0,421,53961,0.13174072265625,187,53554,0.1307470703125
