epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
45,302.225,1.76088,3.11968,2.2647,1.70825,0,0.71337,0.40504,0.42785,0.21883,0.69673,0.3882,0.40627,0.21389,2.03527,3.14099,2.77348,1.84016,0,0.005644,0.005644,0.005644
46,308.787,1.71528,3.05905,2.20457,1.65205,0,0.519,0.37489,0.3819,0.21377,0.55371,0.37412,0.38199,0.20758,2.03214,3.26053,2.69701,1.83528,0,0.005545,0.005545,0.005545
47,314.852,1.69232,2.98578,2.13502,1.63465,0,0.50566,0.40786,0.42412,0.23014,0.44221,0.39709,0.37941,0.19437,1.99444,3.15307,2.31065,1.81579,0,0.005446,0.005446,0.005446
48,320.959,1.70506,3.10289,2.22626,1.68174,0,0.66843,0.41845,0.44134,0.21611,0.61412,0.39922,0.41983,0.19407,2.14011,3.33972,2.39969,1.86404,0,0.005347,0.005347,0.005347
49,327.05,1.67822,3.04081,2.17802,1.64095,0,0.64344,0.29162,0.40877,0.20923,0.63313,0.2875,0.38225,0.1862,2.0874,3.30319,2.4786,1.87293,0,0.005248,0.005248,0.005248
50,333.334,1.68325,3.02547,2.15898,1.64826,0,0.51645,0.47025,0.4503,0.245,0.49393,0.43607,0.42577,0.2486,1.9571,3.07691,2.31343,1.76013,0,0.005149,0.005149,0.005149
51,339.404,1.65688,3.00111,2.14508,1.62161,0,0.56049,0.39798,0.45085,0.23134,0.53581,0.38985,0.43352,0.23046,2.00545,3.17748,2.33487,1.7719,0,0.00505,0.00505,0.00505
52,345.884,1.63848,2.9665,2.08991,1.60152,0,0.53873,0.45681,0.46435,0.25015,0.70471,0.38294,0.44237,0.24552,1.91073,2.98999,2.14604,1.74443,0,0.004951,0.004951,0.004951
53,351.889,1.68934,2.98747,2.15486,1.63064,0,0.69706,0.4152,0.49121,0.28224,0.6967,0.41102,0.43777,0.25106,2.00836,3.16572,2.34025,1.81833,0,0.004852,0.004852,0.004852
54,357.906,1.66765,2.9303,2.08913,1.58095,0,0.67332,0.40256,0.4591,0.26956,0.64464,0.39132,0.43253,0.24254,1.97634,3.06472,2.19636,1.7724,0,0.004753,0.004753,0.004753
55,363.411,1.6125,2.91615,2.00539,1.55032,0,0.63063,0.42205,0.47223,0.22705,0.53413,0.4214,0.44138,0.23544,2.09107,3.05749,2.24539,1.83876,0,0.004654,0.004654,0.004654
56,369.634,1.64973,2.91519,2.07514,1.60181,0,0.51082,0.47314,0.48626,0.26844,0.47855,0.44343,0.44471,0.24704,2.00839,3.03343,2.01176,1.75142,0,0.004555,0.004555,0.004555
57,376.287,1.67547,2.90693,2.06196,1.60103,0,0.60476,0.42697,0.48362,0.26373,0.60551,0.42094,0.46293,0.22952,1.93683,3.05202,2.1062,1.71377,0,0.004456,0.004456,0.004456
58,382.374,1.63025,2.87474,2.01967,1.5871,0,0.58194,0.43463,0.47253,0.25277,0.56872,0.42688,0.43829,0.24341,2.01692,3.01248,2.14082,1.76172,0,0.004357,0.004357,0.004357
59,388.369,1.60768,2.91483,2.02301,1.59034,0,0.60785,0.46037,0.50909,0.29464,0.61252,0.43203,0.49278,0.25807,1.94093,2.94119,2.11522,1.76612,0,0.004258,0.004258,0.004258
60,394.386,1.61393,2.94656,2.06757,1.58246,0,0.58634,0.43547,0.47115,0.2314,0.56084,0.42919,0.45226,0.20374,1.99468,2.98543,2.14308,1.7775,0,0.004159,0.004159,0.004159
61,400.657,1.58776,2.86329,1.97106,1.53102,0,0.67508,0.43037,0.50368,0.26389,0.65125,0.41748,0.46589,0.23457,1.99658,2.97057,2.09671,1.80964,0,0.00406,0.00406,0.00406
62,406.806,1.60586,2.90746,2.06114,1.57221,0,0.62708,0.43303,0.50524,0.26231,0.58147,0.41077,0.45935,0.26402,1.99581,2.95723,2.01999,1.7884,0,0.003961,0.003961,0.003961
63,413.226,1.57036,2.79642,2.01124,1.54689,0,0.60972,0.46899,0.49623,0.27193,0.61293,0.45607,0.46996,0.26218,1.91767,2.93773,2.10313,1.71131,0,0.003862,0.003862,0.003862
64,419.463,1.57735,2.81215,1.95016,1.51857,0,0.62466,0.43284,0.49986,0.26697,0.60902,0.42199,0.46839,0.23189,1.94881,2.97174,1.96866,1.73114,0,0.003763,0.003763,0.003763
65,425.578,1.59004,2.84266,1.95625,1.55337,0,0.53906,0.48881,0.5008,0.2671,0.55838,0.46376,0.44963,0.2604,1.95264,2.89442,1.94464,1.73736,0,0.003664,0.003664,0.003664
66,431.626,1.58019,2.82474,1.96001,1.54292,0,0.67773,0.39689,0.50774,0.28175,0.6969,0.3767,0.47338,0.26617,1.89301,2.96485,2.10939,1.70389,0,0.003565,0.003565,0.003565
67,437.636,1.59181,2.84266,1.95106,1.54382,0,0.57606,0.44461,0.49699,0.28067,0.58523,0.43587,0.47257,0.27448,1.92458,2.87648,1.97345,1.71125,0,0.003466,0.003466,0.003466
68,443.839,1.55027,2.82652,1.90146,1.51282,0,0.6631,0.47457,0.52904,0.30611,0.65707,0.44468,0.49186,0.26298,1.89698,2.88683,1.94472,1.66704,0,0.003367,0.003367,0.003367
69,450.416,1.56605,2.8404,1.95414,1.53143,0,0.77356,0.44003,0.52523,0.28186,0.72188,0.41367,0.49376,0.2492,1.95237,3.02581,2.08902,1.79223,0,0.003268,0.003268,0.003268
70,456.523,1.5358,2.85564,1.91585,1.50469,0,0.57039,0.51433,0.53731,0.27424,0.60079,0.43832,0.48537,0.26532,1.86239,2.86993,1.87274,1.6983,0,0.003169,0.003169,0.003169
71,462.656,1.51112,2.72707,1.81099,1.49052,0,0.71085,0.46311,0.52954,0.3028,0.66292,0.45151,0.50546,0.27591,1.86745,2.83923,1.82701,1.6944,0,0.00307,0.00307,0.00307
72,468.9,1.50445,2.72236,1.81389,1.48051,0,0.6583,0.4716,0.51116,0.29209,0.66393,0.44299,0.48018,0.2649,1.88967,2.93857,2.0196,1.73702,0,0.002971,0.002971,0.002971
73,475.213,1.53179,2.73946,1.88283,1.51782,0,0.74001,0.45517,0.51789,0.29807,0.70767,0.43502,0.49169,0.26176,1.87859,3.03382,1.99734,1.74211,0,0.002872,0.002872,0.002872
74,481.78,1.51292,2.75295,1.87972,1.50947,0,0.68627,0.55,0.58619,0.30944,0.63092,0.52033,0.55405,0.28321,1.85943,2.87991,1.9324,1.69475,0,0.002773,0.002773,0.002773
75,487.797,1.49713,2.75067,1.8284,1.49216,0,0.62232,0.48767,0.54076,0.28951,0.67694,0.44016,0.5097,0.28538,1.87669,2.88229,1.8609,1.69205,0,0.002674,0.002674,0.002674
76,493.785,1.48013,2.69069,1.77867,1.47279,0,0.62456,0.44324,0.51682,0.30144,0.65073,0.40927,0.48977,0.27167,1.88094,2.9175,1.92434,1.76779,0,0.002575,0.002575,0.002575
